Tweet,Value
@PedroFerriz @INEMexico Muy bien Pedro.. esperamos los códigos .. porque el INE sigue en su tarea de obstruir tu acceso a la boleta...,1
"@PedroFerriz @INEMexico Sale me late q me constesto, una pregunta vi una intervención de Castañeda, después de la recolección de firmas, todavía para por una última revisión o las q llevas están aprobadas en este momento",1
@PedroFerriz @INEMexico Cuentame más Viejillo Cascarrabias Entiende hagas lo que hagas No VAs A Ganar te lleva más ventaja el Pendejo del Bronco 😂🤣 con sus Bots.,-1
"@PedroFerriz @INEMexico Jajaja veo que si tienes sentido del humor pedrito¡¡ 
Por que mejor no te dedicas a cómico, seguramente consigues más votos jajajaja.
Es show pedrito no te enojes....",-1
"@PedroFerriz @INEMexico Si me doy cuenta, usted no se da cuenta que no tiene el apoyo ni la gente para ser presidente, deje de culpar instituciones",-1
@PedroFerriz @INEMexico Ok gracias,1
@PedroFerriz @INEMexico No se oye nada el video  q ofreces al pueblo como vandidato independiente se q estas haciendo enciestas,-1
@PedroFerriz @INEMexico Pedro mi código con el que capto firmas lo puedo entonces enviar a mis contactos en otros estados y pedirles que bajen la app ingresen el código y firmen!!,1
"@PedroFerriz @ivanarturomay @INEMexico En el reporte del @INEMexico al día 13 de noviembre a las 6:00 hrs aparecen SOLAMENTE REGISTRADAS 28,047 firmas que significan un 3.2% de avance",0
@PedroFerriz Necesito saber donde llevo mi firma aquí en Zapopan Jalisco,1
@PedroFerriz @INEMexico No me ha llegado el código Pedro!!!,1
@PedroFerriz @INEMexico PREGUNTA: Y como para cuando enviará al @INEMexico su registro de operaciones e importes de ingresos y gastos ?? Exige pero no cumple,-1
"@PedroFerriz @INEMexico Que triste que queremos hacer algo diferente y caigamos en esto, los independientes tenemos la responsabilidad de trabajar de una forma honesta",1
@PedroFerriz @INEMexico Poco poder de convocatoria...,-1
@PedroFerriz @INEMexico Espero el código :),1
@PedroFerriz @ivanarturomay @INEMexico Es correcto,1
"@PedroFerriz @INEMexico es ya muy evidente que la inclusion de independientes es la apuesta del PRI a la fragmentacion del voto, mejor seria que si de verdad quieren cambiar este pais lo primero seria quitar a los que estan y llevarlos a juicio, sumar no dividir",1
"@PedroFerriz Hola Pedro.
Estoy muy interesado en tu candidatura, pero me gustaría saber tu opinión sobre algunos temas en particular. Me podrías proporcionar alguna cuenta de correo donde pueda hacerte llegar mis inquietudes y así poder ejercer un voto más razonado?
Gracias",1
"@PedroFerriz @INEMexico Perfecto! Espero el código para firmarlo, adelante @PedroFerriz  !",1
"@PedroFerriz @INEMexico Adelante Pedro, si podremos",1
@PedroFerriz @INEMexico Pues si ... todos coludos o todos rabones ... no ???👍🏼👍🏼,-1
"@PedroFerriz @INEMexico Ya te tardaste Pedro, actúa",-1
"@PedroFerriz @INEMexico Pobrecito, ayúdenlo por el amor de dios",1
@PedroFerriz @INEMexico Excelente,1
@PedroFerriz @INEMexico Perfecto! Así podrás responsabilizar de tu escandaloso fracaso a otros!,-1
@PedroFerriz @INEMexico #ferrizdeconpresidente,1
"@PedroFerriz Me caí usted bien.... como comunicador. Pero a raíz de toda la información concerniente a sus deslices amorosos con su querida y la forma de pendejear a las personas que osan discrepar con usted, creo, desde mi muy personal punto de vista que usted no representa ningún cambio",-1
"@PedroFerriz @INEMexico Me gusta pedro ferriz para presidente !!
Pero de algun club de fans de jose jose...",1
"@PedroFerriz @INEMexico Vamos a hacer el cambio, edpeeamos los códigos para compartirlos en Chiapas hay muchos que creemos que éste cambio será una realidad",1
@PedroFerriz @INEMexico Cuantas necesitas?,1
@PedroFerriz @chuga40,0
@PedroFerriz @ivanarturomay @INEMexico Pero entendiste,0
@PedroFerriz ya retirarte por favor,-1
